A; L.: DRW
Abschuss; L.: DRW
abschwatzen; L.: DRW
Abschweif/abschweif; L.: DRW
abschweifen; L.: DRW
abschweifig; L.: DRW
abschwemmen; L.: DRW
abschwenden; L.: DRW
abschwetten; L.: DRW
Abschwöreid; L.: DRW
abschwören; L.: DRW
Abschwörung; L.: DRW
absegeln; L.: DRW
Absegelung; L.: DRW
Absehen/absehen; L.: DRW
abseichen; L.: DRW
abseigern; L.: DRW
abseilen; L.: DRW
Abseite; L.: DRW
absellen; L.: DRW
absenden; L.: DRW
Absender; L.: DRW
Absendrodel; L.: DRW
Absendungbrief; L.: DRW
Absendungsbrief; L.: DRW
absenften; L.: DRW
absengen; L.: DRW
Absentgeld; L.: DRW
absetzen; L.: DRW
Absetzer; L.: DRW
Absetzertag; L.: DRW
Absetzgeld; L.: DRW
Absetzung; L.: DRW
Absicht; L.: DRW
Absichtigung; L.: DRW
absichtlich; L.: DRW
Absiedlung; L.: DRW
absiegen; L.: DRW
absinnig; L.: DRW
Absitz; L.: DRW
absitzen; L.: DRW
Absiune; L.: DRW
Absönderung; L.: DRW
Absoldung; L.: DRW
Absolutzbrief; L.: DRW
Absolvantenbruder; L.: DRW
absonderlich; L.: DRW
absondern; L.: DRW
Absonderung; L.: DRW
Absonderungbitte; L.: DRW
Absonderungrecht; L.: DRW
Absonderungsbitte; L.: DRW
Absonderungsrecht; L.: DRW
abspähen; L.: DRW
abspännig; L.: DRW
abspännigen; L.: DRW
abspannen; L.: DRW
abspannen-1; L.: DRW
abspannen-2; L.: DRW
Abspanner; L.: DRW
Abspannung; L.: DRW
abspaten; L.: DRW
abspeisen; L.: DRW
abspenstig; L.: DRW
abspenstigen; L.: DRW
abspielen; L.: DRW
abspleißen; L.: DRW
Abspleißung; L.: DRW
absplickern; L.: DRW
Abspliß; L.: DRW
Absplitterung; L.: DRW
Absprache; L.: DRW
absprechen; L.: DRW
Absprechung; L.: DRW
Abspring; L.: DRW
abspringen; L.: DRW
Absprößling; L.: DRW
Abspruch; L.: DRW
Abspruchstag; L.: DRW
Abspruchstermin; L.: DRW
Abspruchtag; L.: DRW
Abspruchtermin; L.: DRW
Absprung; L.: DRW
abspüren; L.: DRW
abstaben; L.: DRW
abstämmen; L.: DRW
abständig; L.: DRW
Abstall; L.: DRW
Abstallung; L.: DRW
Abstamm; L.: DRW
abstammen; L.: DRW
abstammlich; L.: DRW
Abstammung; L.: DRW
Abstand; L.: DRW
Abstandbrief; L.: DRW
Abstandgeld; L.: DRW
Abstandstube; L.: DRW
abstapeln; L.: DRW
abstapeln-1; L.: DRW
abstapeln-2; L.: DRW
abstatten; L.: DRW
Abstattung; L.: DRW
abstechen; L.: DRW
abstecken; L.: DRW
Absteg; L.: DRW
abstehen; L.: DRW
abstehlen; L.: DRW
Abstehlung; L.: DRW
Abstehung; L.: DRW
absteigen; L.: DRW
absteinen; L.: DRW
Absteinigung; L.: DRW
Absteinung; L.: DRW
abstellen; L.: DRW
abstellig; L.: DRW
Abstellung; L.: DRW
absterben; L.: DRW
Absterbung; L.: DRW
absterzen; L.: DRW
Absteubung; L.: DRW
Absteuer; L.: DRW
absteuern; L.: DRW
Absteuerung; L.: DRW
Abstich; L.: DRW
Abstift; L.: DRW
abstiften; L.: DRW
Abstifttag; L.: DRW
Abstiftung; L.: DRW
abstocken; L.: DRW
Abstockung; L.: DRW
Abstoppgeld; L.: DRW
Abstoß; L.: DRW
abstoßen; L.: DRW
Abstoßung; L.: DRW
abstrafen; L.: DRW
Abstrafung; L.: DRW
Abstrasse; L.: DRW
Abstreich; L.: DRW
abstreichen; L.: DRW
abstreifen; L.: DRW
Abstreifer; L.: DRW
Abstreifung; L.: DRW
abstreiten; L.: DRW
Abstrich; L.: DRW
abstricken; L.: DRW
Abstrickung; L.: DRW
abstücken; L.: DRW
abstümmeln; L.: DRW
abstürzen; L.: DRW
abstupfen; L.: DRW
absuchen; L.: DRW
Absühne; L.: DRW
absühnen; L.: DRW
Absühnung; L.: DRW
absummen; L.: DRW
Abt; L.: DRW
Abtäter; L.: DRW
abtäuschen; L.: DRW
abtagen; L.: DRW
Abtagung; L.: DRW
abtakeln; L.: DRW
abtalen; L.: DRW
Abtalung; L.: DRW
Abtanwalt; L.: DRW
abtanzen; L.: DRW
abtaufen; L.: DRW
Abtausch; L.: DRW
abtauschen; L.: DRW
Abtauschtessle; L.: DRW
Abtbede; L.: DRW
Abtbure; L.: DRW
Abtei; L.: DRW
Abteibezirk; L.: DRW
abteichen; L.: DRW
Abteidigung; L.: DRW
Abteiding; L.: DRW
abteidingen; L.: DRW
Abteigut; L.: DRW
Abteiinsiegel; L.: DRW
Abteil; L.: DRW
abteilen; L.: DRW
Abteiler; L.: DRW
abteilhaftig; L.: DRW
abteilich; L.: DRW
abteilig; L.: DRW
Abteilung; L.: DRW
Abteilungbrief; L.: DRW
Abteilunglibell; L.: DRW
Abteilungrecht; L.: DRW
Abteilungsache; L.: DRW
Abteilungsbrief; L.: DRW
Abteilungslibell; L.: DRW
Abteilungsrecht; L.: DRW
Abteilungssache; L.: DRW
Abteilungsvergleichung; L.: DRW
Abteilungvergleichung; L.: DRW
Abteilzettel; L.: DRW
Abteirichter; L.: DRW
Abteisiegel; L.: DRW
Abteiverwaltung; L.: DRW
abtena; L.: DRW
abtfrei; L.: DRW
Abtgericht; L.: DRW
Abtgut; L.: DRW
Abtheit; L.: DRW
abtilgen; L.: DRW
Abtilgung; L.: DRW
Abtkloster; L.: DRW
Abtkrone; L.: DRW
Abtlehen; L.: DRW
Abtleute; L.: DRW
abtlich; L.: DRW
abtöten; L.: DRW
Abtötung; L.: DRW
abtorfen; L.: DRW
abtot; L.: DRW
abtoven; L.: DRW
Abtracht; L.: DRW
abträchtig; L.: DRW
Abträger; L.: DRW
abträglich; L.: DRW
abtränken; L.: DRW
abträufeln; L.: DRW
Abtrag; L.: DRW
Abtragbrief; L.: DRW
Abtragbuch; L.: DRW
abtragen; L.: DRW
Abtraggeld; L.: DRW
Abtragung; L.: DRW
abtrauen; L.: DRW
Abtrauf; L.: DRW
Abtreck; L.: DRW
abtrecken; L.: DRW
Abtrecker; L.: DRW
Abtreckung; L.: DRW
abtreffen; L.: DRW
abtreiben; L.: DRW
Abtreiber; L.: DRW
Abtreibung; L.: DRW
Abtreich; L.: DRW
abtrennen; L.: DRW
Abtrennung; L.: DRW
Abtretbrief; L.: DRW
abtreten; L.: DRW
Abtreter; L.: DRW
Abtretstube; L.: DRW
Abtretung; L.: DRW
Abtrieb; L.: DRW
Abtriebgerechtigkeit; L.: DRW
Abtriebrecht; L.: DRW
Abtriebsgerechtigkeit; L.: DRW
Abtriebsrecht; L.: DRW
Abtriebzeit; L.: DRW
Abtrift; L.: DRW
abtrinken; L.: DRW
abtrinnen; L.: DRW
Abtritt; L.: DRW
abtrittig; L.: DRW
Abtrittordnung; L.: DRW
Abtrittsordnung; L.: DRW
Abtrittstäfelein; L.: DRW
Abtritttäfelein; L.: DRW
Abtrodel; L.: DRW
abtrotzen; L.: DRW
abtrügen; L.: DRW
Abtrümmerung; L.: DRW
Abtrünne/abtrünne; L.: DRW
Abtrünner; L.: DRW
abtrünnig; L.: DRW
abtrünnisch; L.: DRW
abtrünnlich; L.: DRW
Abtrünnung; L.: DRW
Abtstab; L.: DRW
Abtstatthalter; L.: DRW
Abttitel; L.: DRW
Abttum; L.: DRW
Abtugeld; L.: DRW
abtun; L.: DRW
abtunlich; L.: DRW
Abtuung; L.: DRW
Abtwahl; L.: DRW
Abtwahrheit; L.: DRW
Abtweizen; L.: DRW
Abübung; L.: DRW
abuelsen; L.: DRW
abundire; L.: DRW
aburteilen; L.: DRW
Aburteilung; L.: DRW
Abverbot; L.: DRW
abverbrennen; L.: DRW
abverdienen; L.: DRW
Abverdienung; L.: DRW
abverdingen; L.: DRW
abverfertigen; L.: DRW
abvergelten; L.: DRW
abvergüten; L.: DRW
abverkaufen; L.: DRW
abverkünden; L.: DRW
abverkündigen; L.: DRW
Abverkündigung; L.: DRW
abverlangen; L.: DRW
abvermahnen; L.: DRW
abvernichten; L.: DRW
abvernügen; L.: DRW
abverpfänden; L.: DRW
abverraten; L.: DRW
abverscheiden; L.: DRW
abverschichten; L.: DRW
abverspaten; L.: DRW
abversterben; L.: DRW
abverteidingen; L.: DRW
abvertragen; L.: DRW
abvertrecken; L.: DRW
Abvertung; L.: DRW
abvogten; L.: DRW
Abwachs; L.: DRW
abwachten; L.: DRW
abwägen; L.: DRW
Abwäggeld; L.: DRW
Abwägung; L.: DRW
Abwägzettel; L.: DRW
Abwägzollamt; L.: DRW
abwählen; L.: DRW
abwähren; L.: DRW
Abwährung; L.: DRW
abwältigen; L.: DRW
Abwänderscheiderimbiß; L.: DRW
Abwärtigkeit; L.: DRW
abwahren; L.: DRW
Abwand; L.: DRW
abwandeln; L.: DRW
Abwandlung; L.: DRW
Abwandung; L.: DRW
Abwank; L.: DRW
Abwardierung; L.: DRW
abwarnen; L.: DRW
Abwarnung; L.: DRW
abwarpire; L.: DRW
Abwart; L.: DRW
abwarten; L.: DRW
Abwartung; L.: DRW
abwaschen; L.: DRW
Abwasser; L.: DRW
Abwechsel; L.: DRW
abwechseln; L.: DRW
Abwechslung; L.: DRW
Abweg; L.: DRW
abwegbannen; L.: DRW
abwegen; L.: DRW
abwegführen; L.: DRW
abweglaufen; L.: DRW
abweglegen; L.: DRW
abwegschätzen; L.: DRW
abwegtun; L.: DRW
Abwehr; L.: DRW
abwehren; L.: DRW
Abwehrer; L.: DRW
abweichen; L.: DRW
abweichig; L.: DRW
Abweichung; L.: DRW
abweigern; L.: DRW
abweihen; L.: DRW
abweinen; L.: DRW
abweisen; L.: DRW
Abweisung; L.: DRW
abwenden; L.: DRW
abwendig; L.: DRW
Abwendung; L.: DRW
abwerben; L.: DRW
Abwerbung; L.: DRW
Abwerchte; L.: DRW
abwerden; L.: DRW
abwerfen; L.: DRW
Abwerfscheit; L.: DRW
Abwerfung; L.: DRW
abwerken; L.: DRW
Abwert; L.: DRW
Abwesen; L.: DRW
abwesend; L.: DRW
Abwesenheit; L.: DRW
Abwesenheitbeweis; L.: DRW
Abwesenheitsbeweis; L.: DRW
Abweser; L.: DRW
abwesig; L.: DRW
Abwesung; L.: DRW
abwetten; L.: DRW
abwettschatzen; L.: DRW
Abwettunggeld; L.: DRW
Abwettungsgeld; L.: DRW
Abwich; L.: DRW
Abwichgeld; L.: DRW
Abwichsgeld; L.: DRW
abwilligen; L.: DRW
Abwilligung; L.: DRW
abwinkeln; L.: DRW
abwinnen; L.: DRW
Abwinner; L.: DRW
abwinnlich; L.: DRW
Abwinnung; L.: DRW
abwissen; L.: DRW
Abwitze; L.: DRW
abwohnen; L.: DRW
Abwohnung; L.: DRW
Abwohnunggut; L.: DRW
Abwohnungsgut; L.: DRW
abwraken; L.: DRW
abwuchern; L.: DRW
abwürdigen; L.: DRW
Abwürdigung; L.: DRW
Abwürdigungsverlust; L.: DRW
Abwürdigungverlust; L.: DRW
abwürfig; L.: DRW
abwunden; L.: DRW
Abwurf; L.: DRW
abzackern; L.: DRW
abzählen; L.: DRW
Abzähler; L.: DRW
Abzählung; L.: DRW
abzäunen; L.: DRW
abzahlen; L.: DRW
Abzahlung; L.: DRW
Abzahlungart; L.: DRW
Abzahlungsart; L.: DRW
abzaubern; L.: DRW
Abzehnt; L.: DRW
abzehnten; L.: DRW
Abzehntner; L.: DRW
Abzehntung; L.: DRW
Abzeichen; L.: DRW
abzeichnen; L.: DRW
Abzeichnung; L.: DRW
abzeugen; L.: DRW
Abzeugung; L.: DRW
Abzicht; L.: DRW
abzichten; L.: DRW
abzichtig; L.: DRW
Abzichtung; L.: DRW
abziehen; L.: DRW
Abzieherlohn; L.: DRW
Abziehung; L.: DRW
abzielen; L.: DRW
abzimenten; L.: DRW
abzinken; L.: DRW
Abzins; L.: DRW
abzinsen; L.: DRW
Abzinsung; L.: DRW
abzollen; L.: DRW
abzüchtigen; L.: DRW
Abzügergeld; L.: DRW
abzügig; L.: DRW
Abzug; L.: DRW
Abzugbefreiung; L.: DRW
Abzugbrief; L.: DRW
Abzugbüchse; L.: DRW
Abzugeid; L.: DRW
Abzugfall; L.: DRW
Abzugforderung; L.: DRW
abzugfrei; L.: DRW
Abzugfreiheit; L.: DRW
Abzuggebühr; L.: DRW
Abzuggefälle; L.: DRW
Abzuggeld; L.: DRW
Abzuggerechtigkeit; L.: DRW
Abzuggeschäft; L.: DRW
Abzughammel; L.: DRW
Abzugherr; L.: DRW
Abzugpfennig; L.: DRW
Abzugpfundzoll; L.: DRW
Abzugrecht; L.: DRW
Abzugsbefreiung; L.: DRW
Abzugsbrief; L.: DRW
Abzugsbüchse; L.: DRW
Abzugschein; L.: DRW
Abzugseid; L.: DRW
Abzugsfall; L.: DRW
Abzugsforderung; L.: DRW
abzugsfrei; L.: DRW
Abzugsfreiheit; L.: DRW
Abzugsgebühr; L.: DRW
Abzugsgefälle; L.: DRW
Abzugsgeld; L.: DRW
Abzugsgerechtigkeit; L.: DRW
Abzugsgeschäft; L.: DRW
Abzugshammel; L.: DRW
Abzugsherr; L.: DRW
Abzugspfennig; L.: DRW
Abzugspfundzoll; L.: DRW
Abzugsrecht; L.: DRW
Abzugsschein; L.: DRW
Abzugsvergleichung; L.: DRW
Abzugszehnte; L.: DRW
Abzugvergleichung; L.: DRW
Abzugzehnte; L.: DRW
abzwacken; L.: DRW
Abzwackung; L.: DRW
abzwahen; L.: DRW
abzwatzen; L.: DRW
abzwicken; L.: DRW
abzwingen; L.: DRW
Achaff; L.: DRW
Achasius; L.: DRW
Achburg; L.: DRW
Ache; L.: DRW
Ache-1; L.: DRW
Ache-2; L.: DRW
acheren; L.: DRW
Achgang; L.: DRW
Achgrund; L.: DRW
Achinus; L.: DRW
Achlöse; L.: DRW
Achpfahl; L.: DRW
Achprosch; L.: DRW
Achproschen-Innung; L.: DRW
Achse; L.: DRW
Achsel; L.: DRW
Achselgestelle; L.: DRW
Achsenmacheramt; L.: DRW
Achsgeld; L.: DRW
Achskunde; L.: DRW
Achsmacheramt; L.: DRW
Achsrecht; L.: DRW
Achsweg; L.: DRW
acht; L.: DRW
Acht-1; L.: DRW
Acht-2; L.: DRW
Acht-3; L.: DRW
Achtbätzler; L.: DRW
Achtbann; L.: DRW
achtbar; L.: DRW
Achtbarkeit; L.: DRW
Achtbarzeit; L.: DRW
Achtbestellung; L.: DRW
Achtbrief; L.: DRW
Achtbriefbote; L.: DRW
Achtbrot; L.: DRW
Achtbrüdertaler; L.: DRW
Achtbuch; L.: DRW
Achtbürger; L.: DRW
Achtbuße; L.: DRW
Achtbuße-1; L.: DRW
Achtbuße-2; L.: DRW
Achteid; L.: DRW
Achtel; L.: DRW
Achtel-1; L.: DRW
Achtel-2; L.: DRW
Achtel-3; L.: DRW
Achtel-4; L.: DRW
Achtelbauer; L.: DRW
Achteleimer; L.: DRW
Achtelerbe; L.: DRW
Achtelgut; L.: DRW
Achtelhäkner; L.: DRW
Achtelhof; L.: DRW
Achtelholz; L.: DRW
Achteling; L.: DRW
Achtelstabel; L.: DRW
Achteltaler; L.: DRW
Achteltonne; L.: DRW
achten; L.: DRW
achten-1; L.: DRW
achten-2; L.: DRW
achtene; L.: DRW
Achtengeld; L.: DRW
Achtentledigung; L.: DRW
Achtepart; L.: DRW
Achter; L.: DRW
Achter-1; L.: DRW
Achter-2; L.: DRW
Achter-3; L.: DRW
Achter-4; L.: DRW
Achter-5; L.: DRW
Achterbuch; L.: DRW
achteren; L.: DRW
achterfolgen; L.: DRW
Achterin; L.: DRW
Achtering; L.: DRW
Achterkämmerchen; L.: DRW
Achterklärung; L.: DRW
Achterklärungsschreiben; L.: DRW
Achterleute; L.: DRW
Achterling; L.: DRW
Achtermann; L.: DRW
Achtermeister; L.: DRW
Achterordnung; L.: DRW
Achterschreiber; L.: DRW
Achterstuhl; L.: DRW
Achtexekutionkriegkosten; L.: DRW
Achtexekutionkriegskosten; L.: DRW
achtfällig; L.: DRW
achtfällig-1; L.: DRW
achtfällig-2; L.: DRW
Achtfeme; L.: DRW
Achtforstwälder; L.: DRW
achtfrei; L.: DRW
Achtgabe; L.: DRW
Achtgebot; L.: DRW
Achtgeld/achtgeld; L.: DRW
Achtgericht; L.: DRW
Achtgerte; L.: DRW
Achtgroschenjunge; L.: DRW
Achtgroschenstück; L.: DRW
Achthafer; L.: DRW
Achthalber; L.: DRW
Achtheller; L.: DRW
Achtherr; L.: DRW
Achtheuer; L.: DRW
achthischig; L.: DRW
Achthof; L.: DRW
achtig; L.: DRW
achtigen; L.: DRW
Achtin; L.: DRW
Achting; L.: DRW
Achtklage; L.: DRW
Achtknecht; L.: DRW
achtköpfig; L.: DRW
Achtkorn; L.: DRW
Achtleite; L.: DRW
Achtler; L.: DRW
Achtleute; L.: DRW
Achtling; L.: DRW
Achtlohn; L.: DRW
achtlos; L.: DRW
Achtmann; L.: DRW
Achtmann-1; L.: DRW
Achtmann-2; L.: DRW
Achtmannschiff; L.: DRW
Achtmass; L.: DRW
Achtmeister; L.: DRW
achtmutig; L.: DRW
Achtnehmer; L.: DRW
achtnen; L.: DRW
Achtnot; L.: DRW
Achtpfennig; L.: DRW
Achtpferd; L.: DRW
Achtpflug; L.: DRW
Achtprotokoll; L.: DRW
Achtprozess; L.: DRW
Achtrecht; L.: DRW
achtrechten; L.: DRW
Achtrichter; L.: DRW
Achtrind; L.: DRW
Achtrodel; L.: DRW
Achtsal; L.: DRW
Achtschaft; L.: DRW
Achtschatz; L.: DRW
Achtschatz-1; L.: DRW
Achtschatz-2; L.: DRW
Achtschatzung; L.: DRW
Achtschilling; L.: DRW
Achtschillinghaus; L.: DRW
Achtschnitt; L.: DRW
Achtschnitter; L.: DRW
Achtschuld; L.: DRW
Achtschwur; L.: DRW
Achtspiegel; L.: DRW
Achtspruch; L.: DRW
Achtstrenge; L.: DRW
Achtstündner; L.: DRW
achtsum; L.: DRW
achttägig; L.: DRW
Achttag; L.: DRW
Achttag-1; L.: DRW
Achttag-2; L.: DRW
Achttag-3; L.: DRW
Achttage; L.: DRW
Achttage-2; L.: DRW
Achttagwan; L.: DRW
achtteilen; L.: DRW
Achtunddreißig; L.: DRW
Achtundvierzig; L.: DRW
Achtundvierziger; L.: DRW
Achtundzwanzig; L.: DRW
Achtundzwanziger; L.: DRW
Achtung; L.: DRW
Achtung-1; L.: DRW
Achtung-2; L.: DRW
Achturteil; L.: DRW
Achtverein; L.: DRW
Achtverfestigung; L.: DRW
Achtverleihung; L.: DRW
Achtwerk; L.: DRW
Achtwiese; L.: DRW
Achtwort; L.: DRW
achtwürdig; L.: DRW
Achtzahl; L.: DRW
achtzehn; L.: DRW
Achtzehnbatzentaler; L.: DRW
Achtzehner; L.: DRW
achtzehnjährig; L.: DRW
Achtzehnmann; L.: DRW
Achtzehnpfenniger; L.: DRW
Achtzehnte/achtzehnte; L.: DRW
Achtzeit; L.: DRW
Achtzerlein; L.: DRW
Achtzettel; L.: DRW
achtzig; L.: DRW
achtzigste; L.: DRW
Achzucht; L.: DRW
Ack; L.: DRW
Acke; L.: DRW
ackent; L.: DRW
Acker; L.: DRW
Acker-1; L.: DRW
Acker-2; L.: DRW
Ackeran; L.: DRW
Ackeranbrief; L.: DRW
Ackerangeld; L.: DRW
Ackeranhafer; L.: DRW
Ackeranrecht; L.: DRW
Ackerbann; L.: DRW
Ackerbau; L.: DRW
Ackerbede; L.: DRW
Ackerbeil; L.: DRW
Ackerblock; L.: DRW
Ackerbreite; L.: DRW
Ackerbrenngeld; L.: DRW
Ackerbrief; L.: DRW
Ackerbube; L.: DRW
Ackerbuch; L.: DRW
Ackerbürger; L.: DRW
Ackerdienst; L.: DRW
Ackereben; L.: DRW
Ackerende; L.: DRW
Ackerentscheidung; L.: DRW
Ackerer; L.: DRW
Ackererbe; L.: DRW
Ackeret; L.: DRW
Ackeretgenosse; L.: DRW
Ackerethafer; L.: DRW
Ackerfall; L.: DRW
Ackerfreimarkt; L.: DRW
Ackerfriede; L.: DRW
Ackerfrucht; L.: DRW
Ackergänger; L.: DRW
Ackergang; L.: DRW
Ackergeld; L.: DRW
Ackergeld-1; L.: DRW
Ackergeld-2; L.: DRW
Ackergericht; L.: DRW
Ackergerichtstax; L.: DRW
Ackergerichttax; L.: DRW
Ackergras; L.: DRW
Ackergülte; L.: DRW
Ackergut; L.: DRW
Ackerhaupt; L.: DRW
ackerhebig; L.: DRW
Ackerheuer; L.: DRW
Ackerhof; L.: DRW
Ackerinhaber; L.: DRW
Ackerkauf; L.: DRW
Ackerkerl; L.: DRW
Ackerkorn; L.: DRW
Ackerkux; L.: DRW
Ackerländerei; L.: DRW
Ackerlänge; L.: DRW
Ackerland; L.: DRW
Ackerlanste; L.: DRW
Ackerleihe; L.: DRW
Ackerleute; L.: DRW
Ackerleutezunftmeister; L.: DRW
Ackerleutzunftmeister; L.: DRW
Ackerlohn; L.: DRW
Ackermahlzeit; L.: DRW
Ackermann; L.: DRW
Ackermarkstein; L.: DRW
Ackermaß; L.: DRW
Ackermeister; L.: DRW
Ackermorgen; L.: DRW
Ackermosen; L.: DRW
Ackerniessung; L.: DRW
Ackerordnung; L.: DRW
Ackerpacht; L.: DRW
Ackerpfennig; L.: DRW
Ackerraub; L.: DRW
Ackerrecht; L.: DRW
Ackerregister; L.: DRW
Ackerritter; L.: DRW
Ackerrobot; L.: DRW
Ackerschaden; L.: DRW
Ackerschatz; L.: DRW
Ackerschilling; L.: DRW
Ackerschuld; L.: DRW
ackersiech; L.: DRW
Ackerstatt; L.: DRW
Ackersteuer; L.: DRW
Ackerstück; L.: DRW
Ackerteil; L.: DRW
Ackervieh; L.: DRW
Ackervogt; L.: DRW
Ackerwahrheit; L.: DRW
Ackerwechselung; L.: DRW
Ackerwerk; L.: DRW
Ackerwiese; L.: DRW
Ackerwinnung; L.: DRW
Ackerzahl; L.: DRW
Ackerzeit; L.: DRW
Ackerziel; L.: DRW
Ackerzins; L.: DRW
Ackerzug; L.: DRW
Ackland; L.: DRW
acsonia; L.: DRW
adalporo; L.: DRW
Adamchen; L.: DRW
adarcrati; L.: DRW
Adel; L.: DRW
adelbar; L.: DRW
Adelbarn; L.: DRW
Adelbauer; L.: DRW
Adelbeamter; L.: DRW
Adelbeweis; L.: DRW
Adelbewilligung; L.: DRW
Adelbonde; L.: DRW
Adelbrauch; L.: DRW
Adelbrief; L.: DRW
Adelbruder; L.: DRW
adelbürtig; L.: DRW
Adelbursche; L.: DRW
adeldiu; L.: DRW
Adeldorf; L.: DRW
Adelerbe; L.: DRW
Adelerbe-1; L.: DRW
Adelerbe-2; L.: DRW
Adelfahne; L.: DRW
Adelfeste; L.: DRW
Adelfrau; L.: DRW
adelfrei; L.: DRW
Adelfreiheit; L.: DRW
adelgeboren; L.: DRW
Adelgeburtbrief; L.: DRW
Adelgenosse; L.: DRW
Adelgeschlecht; L.: DRW
Adelgiebigkeit; L.: DRW
Adelgrauf; L.: DRW
Adelgraufgut; L.: DRW
Adelgut; L.: DRW
adelhaft; L.: DRW
adelhaftig; L.: DRW
Adelhaus; L.: DRW
Adelheit; L.: DRW
Adelherr; L.: DRW
Adelheu; L.: DRW
Adelhof; L.: DRW
adelig; L.: DRW
Adelige; L.: DRW
Adeligkeit; L.: DRW
Adeling; L.: DRW
Adelkeit; L.: DRW
Adelkind; L.: DRW
Adelkönig; L.: DRW
Adelkünne; L.: DRW
Adellehen; L.: DRW
adelmäßig; L.: DRW
Adelmann; L.: DRW
Adelmarschall; L.: DRW
adeln; L.: DRW
Adelordnung; L.: DRW
Adelpapier; L.: DRW
Adelperson; L.: DRW
Adelposten; L.: DRW
Adelrat; L.: DRW
Adelrecht; L.: DRW
adelreich; L.: DRW
Adelrichter; L.: DRW
Adelsbewilligung; L.: DRW
Adelsbrauch; L.: DRW
Adelschänder; L.: DRW
Adelschaft; L.: DRW
Adelschafthaus; L.: DRW
Adelschaftshaus; L.: DRW
Adelschalk; L.: DRW
Adelschloß; L.: DRW
Adelsfeste; L.: DRW
Adelsfreiheit; L.: DRW
adelsgeboren; L.: DRW
Adelsgeburtsbrief; L.: DRW
Adelsgenosse; L.: DRW
Adelsgeschlecht; L.: DRW
Adelsgiebigkeit; L.: DRW
Adelshof; L.: DRW
Adelsitz; L.: DRW
Adelsohn; L.: DRW
Adelsordnung; L.: DRW
Adelspapier; L.: DRW
Adelsperson; L.: DRW
Adelsrecht; L.: DRW
Adelstaat; L.: DRW
Adelstand; L.: DRW
Adelstanderhebung; L.: DRW
Adelstandperson; L.: DRW
Adelstandserhebung; L.: DRW
Adelstandsperson; L.: DRW
Adelstelle; L.: DRW
Adelsversammlung; L.: DRW
Adelswahl; L.: DRW
Adelswürde; L.: DRW
Adelszeichen; L.: DRW
Adeltag; L.: DRW
Adeltanz; L.: DRW
Adeltum; L.: DRW
Adelung; L.: DRW
Adelvater; L.: DRW
Adelversammlung; L.: DRW
Adelwahl; L.: DRW
Adelweib; L.: DRW
Adelwild; L.: DRW
Adelwürde; L.: DRW
Adelzeichen; L.: DRW
Adelzug; L.: DRW
Adergeld; L.: DRW
Aderlaßmaß; L.: DRW
Aderlaßpfründe; L.: DRW
adfatimire; L.: DRW
adfatimus; L.: DRW
adfatimus-1; L.: DRW
adfatimus-2; L.: DRW
adfultum; L.: DRW
adhramire; L.: DRW
Adjudikationschein; L.: DRW
Adjudikationsschein; L.: DRW
Adler; L.: DRW
Adlerzeichen; L.: DRW
admallare; L.: DRW
admannire; L.: DRW
Adressgeld; L.: DRW
Advokatenbestallung; L.: DRW
adwarpire; L.: DRW
æbære; L.: DRW
äbich; L.: DRW
Äbtin; L.: DRW
äbtisch; L.: DRW
Äbtissin; L.: DRW
ächten; L.: DRW
Ächter; L.: DRW
Ächterer; L.: DRW
Ächtergericht; L.: DRW
Ächterkandl; L.: DRW
Ächterkreuz; L.: DRW
Ächterle; L.: DRW
Ächtermeile; L.: DRW
ächtern; L.: DRW
ächtig; L.: DRW
ächtigen; L.: DRW
ächtigen-1; L.: DRW
ächtigen-2; L.: DRW
ächtigen-3; L.: DRW
Ächtiger; L.: DRW
Ächtigkeit; L.: DRW
ächtiglich; L.: DRW
Ächtinger; L.: DRW
Ächtnis; L.: DRW
Ächtung; L.: DRW
Ächtzel; L.: DRW
Äde; L.: DRW
ädern; L.: DRW
äfern; L.: DRW
Äferung; L.: DRW
æfesne; L.: DRW
äffeln; L.: DRW
æfwerdelsa; L.: DRW
æfwerdla; L.: DRW
ægilde; L.: DRW
æglêaw; L.: DRW
Ähnin; L.: DRW
Ähnlein; L.: DRW
ähnlich; L.: DRW
Ähre; L.: DRW
Ährenscharte; L.: DRW
Ährenwart; L.: DRW
Äker; L.: DRW
ælæte; L.: DRW
Aelding; L.: DRW
Aeldingrecht; L.: DRW
Aeldingschaft; L.: DRW
Aeldingsrecht; L.: DRW
Älpler; L.: DRW
Älplerbruderschaft; L.: DRW
Älplergericht; L.: DRW
Älplergesellschaft; L.: DRW
Älplerkirchweih; L.: DRW
älplich; L.: DRW
Älterahne; L.: DRW
Älterbischof; L.: DRW
Älterdegen; L.: DRW
Ältereltern; L.: DRW
Älterfraumutter; L.: DRW
ältergeboren; L.: DRW
Ältergeld; L.: DRW
Ältergeselle; L.: DRW
Älterkind; L.: DRW
Älterlehen; L.: DRW
Älterleutetafel; L.: DRW
Ältermuhme; L.: DRW
Ältermutter; L.: DRW
Älterpfleger; L.: DRW
Älterschaft; L.: DRW
Ältertafel; L.: DRW
Ältervater; L.: DRW
Ältesteamt; L.: DRW
Ältestebank; L.: DRW
Ältestegut; L.: DRW
Ältestelag; L.: DRW
Ältestenamt; L.: DRW
Ältestenbank; L.: DRW
Ältestengut; L.: DRW
